축제명,개최장소,축제시작일자,축제종료일자,축제내용,전화번호,홈페이지주소,소재지도로명주소,소재지지번주소,위도,경도,,,,,
민속그네뛰기,사동 자생식물원,2022-06-03,2022-06-03,그네뛰기,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1989&,경상북도 울릉군 울릉읍 간령길 83-18,,37.46024044,130.8735494,,,,,
달맞이축제,울릉예술문화체험장(구.장흥초등학교),2022-02-15,2022-02-15,달집태우기,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1994&,경상북도 울릉군 울릉읍 옥천길 8,,37.47367561,130.8875026,,,,,
태하성하신당제,서면 태하 성하신당,2022-04-12,2022-04-12,기원행사,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1990&,경상북도 울릉군 서면 태하길 154,,37.51222566,130.800884,,,,,
회당문화축제,울릉군 도동항,2022-06-27,2022-06-29,회당문화축제,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1992&,울릉군 울릉읍 도동1길 5-42,,37.4819992,130.9082172,,,,,
해변가요제,울릉군 저동항,2022-07-29,2022-07-30,해변가요제,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1991&,울릉군 울릉읍 저동리,,37.4955239,130.9097003,,,,,
울릉도오징어축제,울릉군 일원,2022-08-27,2022-08-29,오징어축제,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1986&,울릉군 울릉읍 저동리,,37.4955239,130.9097003,,,,,
신시모도삼형제보물섬축제,신도시도모도 일원,2022-10-15,2022-10-16,"가수공연, 체험행사 등",0507-1377-177,,인천광역시 옹진군 북도면 시도로 106,,,,,,,,
광주미디어아트페스티벌,광주미디어아트플랫폼,2023-10-12,2023-10-15,4인4색 콘서트+미디어아트놀이터+미디어뉴직나이트,062-613-3671,https://gmaf2023.com/index.html,광주광역시 남구 천변좌로338번길 10,광주광역시 남구 구동 1,35.1484404,126.9094431,,,,,
광주프린지페스티벌,5·18민주광장+국립아시아문화전당 주변,2023-10-20,2023-10-22,"거리공연(음악, 마임, 거리극 등)+시민참여 체험프로그램",062-613-3182,http://fringefestival.kr,광주광역시 동구 금남로 245,광주광역시 동구 금남로1가 1-1,35.14835809,126.9187301,,,,,
광주김치축제,상무시민공원+광주김치타운,2023-11-03,2023-11-06,김치 요리 경연대회+김치만들기 체험+김치마케팅+김치 전시,062-613-3969,http://kimchi.gwangju.go.kr,광주광역시 서구 상무공원로 101,광주광역시 서구 치평동 1162,35.1533934,126.8410957,,,,,
무등울림축제,전통문화관,2023-05-25,2023-05-27,국악공연+전통문화 체험+운림동 투어,062-670-8502,http://www.gtcc.or.kr/user,광주광역시 동구 의재로 222,광주광역시 동구 운림동 323,35.1334851,126.9514045,,,,,
광주푸드페스타,상무시민공원,2023-11-03,2023-11-05,광주대표음식 푸드마켓+푸드클래스+팝업스토어,062-613-3635,,광주광역시 서구 상무공원로 101,광주광역시 서구 치평동 1162,35.1533934,126.8410957,,,,,
광주스트릿컬쳐페스타,국립아시아문화전당 일원,2023-06-09,2023-06-11,댄스배틀+팀퍼포먼스+그래피티 포토존+심사위원 쇼케이스,062-613-3644,,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 13,35.14691559,126.9199945,,,,,
함양연암문화제,안의면 오리숲일원,2023-08-25,2023-08-26,학술대회+연암역사 퀴즈대회+연암 부임행차+연암제례+축하공연+군민노래자랑,055-960-4510,,,경상남도 함양군 안의면 금천리 241,35.63129664,127.812171,,,,,
제18회 함양산삼축제,상림공원,2023-09-07,2023-09-12,황금산삼을찾아라+산삼캐기체험+심마니의 여정+심마니역사문화체험+산막페스티벌+산양삼및농특산물판매+밤소풍+달빛음악회+힐링산삼숲체험,055-964-3353,http://sansamfestival.hygn.go.kr,경상남도 함양군 함양읍 대맛길 107-1,경상남도 함양군 함양읍 교산리 1043-6,35.527582,127.7209014,,,,,
면천진달래민속축제,면천읍성,2023-04-15,2023-04-16,진달래분재전시+ 진달래 사생대회 등,,,충청남도 당진시 면천면 면천서문1길 69,,,,,,,,
순성벚꽃축제,순성면 갈산리 행사장,2023-04-15,2023-04-16,플리마켓+ 벚꽃사진대회+ 시낭송 등,,,충청남도 당진시 순성면 갈산길 101-9,,,,,,,,
기지시줄다리기민속축제,기지시줄다리기박물관일원,2023-04-19,2023-04-23,기지시줄다리기+ 스포츠줄다리기,,,충청남도 당진시 송악읍 안틀모시길 11,,,,,,,,
장고항실치마을수산물홍보행사,장고항,2023-04-22,2023-04-23,실치회시식+ 뱅어포만들기,,,충청남도 당진시 석문면 장고항로 298-5,,,,,,,,
순성왕매실&당진맥주축제,순성면,2023-06-23,2023-06-25,매실따기+ 수제맥주시음+ 남원천 걷기,,,충청남도 당진시 순성면 매실로 398,,,,,,,,
당진합덕연꽃축제,합덕제,2023-07-22,2023-07-23,연지카누+ 깡통열차+ 시 전시회,,,충청남도 당진시 합덕읍 덕평로 379-9,,,,,,,,
심훈상록문화제,당진문예의전당,2023-09-22,2023-09-24,시낭송대회+ 전시전+ 플리마켓,,,충청남도 당진시 무수동2길 25-21,,,,,,,,
삽교호조개구이 홍보행사,삽교호,2023-10-07,2023-10-08,조개빨리까기+ 수산물 경매 등,,,충청남도 당진시 신평면 삽교천3길 79,,,,,,,,
직지문화제,고인쇄박물관 일원,2022-09-02,2022-09-07,유네스코 공식행사 및 전시 학술 체험 등,043-201-3663,,충청북도 청주시 흥덕구 직지대로 713,충청북도 청주시 흥덕구 운천동 866,,,,,,,
청원생명축제,오창읍 미래지 농촌테마공원,2022-09-30,2022-10-10,청주시 친환경 농축산물 한마당,043-201-0253,https://www.cheongju.go.kr/bio/index.do,충청북도 청주시 청원구 오창읍 미래지로 99,충청북도 청주시 청원구 오창읍 322-5,,,,,,,
세종대왕과 초정약수 축제,내수초정문화공원,2022-10-07,2022-10-09,초정약수 관련,043-201-1793,,충청북도 청주시 청원구 내수읍 초정약수로 851,충청북도 청주시 청원구 내수읍 초정리 64-2,36.721607,127.601269,,,,,
고흥 우주항공 축제,"나로우주센터, 국립청소년우주센터 일원(2020~2021년 코로나19로 미실시)",2019-05-03,2019-05-05,"발사현장견학, 야외 우주과학체험",061-830-5305,http://tour.goheung.go.kr/tour/culture/festival/01.do,전라남도 고흥군 봉래면 하반로 490,전라남도 고흥군 봉래면 예내리 480,34.45357843,127.5181524,,,,,
강진금곡사벚꽃삼십리길축제,군동면 까치내로 일원,2023-03-31,2023-04-02,금곡사 벚꽃 삼십리길의 수려한 경관을 배경으로 축제를 개최하여 지역 이미지 제고,061-430-3357,http://www.gangjin.go.kr/culture/,,전라남도 강진군 군동면 파산리 산 134-2,,,,,,,
2023 서귀포과학문화축전,서귀포천문과학문화관,2023-09-02,2023-09-02,과학체험부스 과학이벤트 과학공연 에어로켓 만들기 전체사진 전시회 전파천문학 강연 천체관측 등,064-739-9701,,제주특별자치도 서귀포시 1100로 506-1,,33.28885198,126.4604137,,,,,
아트밸리 아산 제62회 성웅 이순신 축제,이순신종합운동장+현충사+온양온천역 광장+곡교천 일원,2023-04-28,2023-04-30,삼도수군통제사 깃발 게양식 제1회 아트밸리 아산 군악의장 페스티벌 제1회 아트밸리 아산 백의종군길 전국 걷기대회 등,041-540-2550,https://culture.asan.go.kr/_esunshin/n23/,충청남도 아산시 남부로 370-24 이순신종합운동장,충청남도 아산시 풍기동 366-2,36.76817566,127.0207236,,,,,
아트밸리 아산 제1회 아산온천 벚꽃축제,아산온천 일원,2023-04-08,2023-04-08,지역예술단체 및 전문 예술가들의 공연 전시홍보·프로그램체험·먹거리 등 다양한 부스 운영,041-540-2068,,,충청남도 아산시 음봉면 신수리 292-6,36.853764,126.982333,,,,,
아트밸리 아산 제1회 외국인 K-트롯 가요제,신정호야외음악당,2023-09-02,2023-09-02,아산시의 많은 다문화가정과 외국인들의 화합의 장 마련,041-530-6315,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77152141,126.9839152,,,,,
아트밸리 아산 재즈Festa,신정호야외음악당,2023-10-07,2023-10-09,아산에서 다양한 음악을 즐길 수 있는 브랜드 네이밍 및 아산시 홍보,041-530-6315,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77152141,126.9839152,,,,,
뮤지컬 순회공연(영웅),신정호야외음악당,2023-08-15,2023-08-15,유명 뮤지컬을 아산에서 시연함으로써 외부 관람객 유치를 통해 아산시 홍보 및 지역경제 활성화 도모,041-530-6315,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77152141,126.9839152,,,,,
제18회 충청남도 국악제,아산시평생학습관,2023-07-23,2023-07-23,충청남도 내 국악협회 경연대회,041-835-7200,,충청남도 아산시 남부로 92,충청남도 아산시 용화동 423-6,36.77090939,126.9921619,,,,,
제2회 아트밸리 아산 오페라 갈라콘서트,경찰인재개발원 차일혁홀,2023-12-17,2023-12-17,오페라 갈라콘서트,041-540-2428,,충청남도 아산시 무궁화로 111,충청남도 아산시 초사동407,36.74527663,126.9890582,,,,,
아트밸리 아산 락 페스티벌,신정호야외음악당+수영장,2023-08-11,2023-08-13,인천 펜타포트 락페스티벌의 아티스트를 공유하여 아산에서 펼쳐지는 락페스티벌,041-530-6672,,충청남도 아산시 무궁화로 111,충청남도 아산시 초사동407,36.74527663,126.9890582,,,,,
아트밸리 아산 별빛음악제,신정호야외음악당,2023-08-14,2023-08-14,신정호에서 펼쳐지는 한여름밤의 ?L,041-530-6672,,충청남도 아산시 무궁화로 111,충청남도 아산시 초사동407,36.74527663,126.9890582,,,,,
지중해마을 크리스마스 축제,탕정면 지중해마을,2023-12-23,2023-12-23,공연 및 체험행사 등,041-427-0102,,충청남도 아산시 탕정면 탕정면로8번길 55-7,충청남도 아산시 탕정면 명암리 949-1,36.7969505,127.0616438,,,,,
아트밸리 아산 제2회 신정호 국제 아트페스티벌 100인 100색전,신정호 일원,2023-09-22,2023-12-25,미술작품 전시,041-530-6672,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77152141,126.9839152,,,,,
설화예술제,곡교천 은행나무길 일원,2023-10-13,2023-10-15,개폐막식 지역예술인창작발표 공연 및 전시,041-545-8737,,충청남도 아산시 은행나무길 293,충청남도 아산시 염치읍 송곡리 72-13,36.80044534,127.0188975,,,,,
아트밸리 아산 제2회 공연예술제,신정호야외음악당,2023-05-21,2023-05-21,공연예술인 페스티벌,041-530-6222,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77152141,126.9839152,,,,,
아트밸리 아산 제1회 국제민족무용축제,신정호 야외음악당,2023-09-09,2023-09-10,국내외 유수의 무용단이 참여하는 국제민족무용축제 개최,041-540-2068,,충청남도 아산시 신정로 616,충청남도 아산시 방축동 5,36.77152141,126.9839152,,,,,
아트밸리 아산 제5회 전국주부가요제,아산시 평생학습관,2023-09-03,2023-09-03,전국주부가요제 개최,041-540-2068,,충청남도 아산시 남부로 92,충청남도 아산시 용화동 423-6,36.77090939,126.9921619,,,,,
동성로축제,동성로 야외무대,2018-05-11,2018-05-13,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
동성로축제,동성로 야외무대,2019-05-10,2019-05-12,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
제31회 동성로축제,동성로 야외무대,2020-10-23,2020-10-25,비대면 온라인 축제 개최+  동성로가요제+댄스대회+먹방대회+패션쇼외 SNS이벤트(부르GO+ 춤추GO+ 먹GO+입GO 4가지 대회로 구성)+ 축제기간 동성로 일원 4곳  LED전광판 축제영상 송출,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
제32회 동성로축제,동성로 야외무대,2021-10-15,2021-10-17,비대면 온라인 축제 개최+ 메타버스 비대면 가요제+ 메타버스 비대면 패션쇼+ 동성로 매장 연계 라이브 커머스,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
제33회 동성로축제,동성로 야외무대,2022-10-21,2022-10-23,개막식+ 동성로가요제+댄스대회+칵테일쇼+패션쇼외,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
제34회 동성로축제,동성로 야외무대,2023-05-12,2023-05-14,개막식+ 가요제+ 청소년댄스대회+ EDM파티+싸이버거흠뻑쇼+플리마켓,053-661-2177,,대구광역시 중구 동성로28,대구광역시 중구 동성로2가 165-1,35.8692058,128.5954708,,,,,
대구화교중화문화축제,종로 화교소학교 및 화교거리,2011-08-30,2011-08-31,무대행사 및 거리행사+ 전시행사 등,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),대구광역시 중구 종로2가 12,35.86904475,128.5920612,,,,,
대구화교중화문화축제,종로 화교소학교 및 화교거리,2012-10-13,2012-10-13,무대행사 및 거리행사+ 전시행사 등,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),대구광역시 중구 종로2가 12,35.86904475,128.5920612,,,,,
대구화교중화문화축제,종로 화교소학교 및 화교거리,2013-10-18,2013-10-18,무대행사 및 거리행사+ 전시행사 등,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),대구광역시 중구 종로2가 12,35.86904475,128.5920612,,,,,
대구화교중화문화축제,종로 화교소학교 및 화교거리,2014-10-04,2014-10-05,무대행사 및 거리행사+ 전시행사 등,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),대구광역시 중구 종로2가 12,35.86904475,128.5920612,,,,,
대구화교중화문화축제,종로 화교소학교 및 화교거리,2015-10-17,2015-10-18,무대행사 및 거리행사+ 전시행사 등,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),대구광역시 중구 종로2가 12,35.86904475,128.5920612,,,,,
상화문학제,수성못 상화동산+수성문화원,2023-05-19,2023-05-21,백일장+시낭송대회+문학강연+문학공연,053-768-0002,http://www.suseong.or.kr,대구광역시 수성구 들안로16길 78,대구광역시 수성구 두산동 30,35.839227,128.618141,,,,,
천을산 해맞이,천을산 정상,2024-01-01,2024-01-01,"신년메세지, 해오름 퍼포먼스 등",053-666-2163,https://www.suseong.kr,,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183,,,,,
구로G페스티벌,서울특별시 구로구 안양천,2023-10-06,2023-10-08,구민이 주체가 되어 자발적으로 참여하는 구로구민을 위한 비대면 축제,02-860-2282,www.gfestival.co.kr,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891,,,,,
의령 홍의장군축제,서동생활공원 등 관내 일원,2023-04-20,2023-04-23,의병정신을 공감 공유하고 나라사랑 정신을 계승하고 기리는 축제 / 추모제향+혼불안치+개막식+전국의병주제관+의병출정퍼레이드+의병체험 등,055-573-1100,www.의병제전.kr,경상남도 의령군 의령읍 의병로24길 31-1,경상남도 의령군 의령읍 서동리 543,35.31773709,128.2649396,,,,,
의령 리치리치 페스티벌,서동생활공원 등 관내 일원,2023-10-06,2023-10-09,개막식+메인프로그램+상설프로그램등,055-570-2512,www.uiryeong.go.kr/richrichfestival,경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.31545351,128.2558931,,,,,
의령 신번문화축제,부림면 일원,2023-09-15,2023-09-17,"천년을 이어온 한지의 본고장이자 악성 우륵과 가야금의 탄생지인 부림면(옛 성열현)에서 의령의 대표적인 전통문화인 한지와 가야금을 주제로 체험, 전시, 공연 등 다양한 문화행사와 함께 전국가야금경연대회가 개최되는 세대공감형 축제",055-570-2504,https://www.uiryeong.go.kr/tour/board/view.uiryeong?boardId=FESTIVAL&menuCd=DOM_000000304001000000&dataSid=1087305,경상남도 의령군 의령읍 충익로63,경상남도 의령군 부림면 신반리 398,35.32237273,128.2613949,,,,,
한 여름밤의 음악회(2023 의령사랑 Summer Festival),서동생활공원 다목적운동장 야외무대,2023-08-19,2023-08-19,"첼로, 합창, 색소포, 오보에, 성악앙상블 등 악기연주 및 노래",055-570-2503,,경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.31545351,128.2558931,,,,,
대구스트리트모터페스티벌,남산동 자동차골목,2021-09-01,2021-12-31,차량 전시+축하공연+부대행사 등,053-661-3014,http://www.jung.daegu.kr/,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,,,,,
대구문화재야행,대구근대골목,2021-10-15,2021-10-16,근대 관련 문화공연+전시+체험+청사초롱 야경투어 및 테마투어 등,053-661-2195,http://www.jung.daegu.kr/,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,,,,,
김광석 나의노래 다시부르기,"김광석길, 신천둔치",2021-10-02,2021-10-02,김광석 노래경연+김광석 추모사진 전시 등,053-661-2174,http://www.jung.daegu.kr/,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,,,,,
김삿갓문화제,김삿갓유적지 일원,2022-09-23,2022-09-25,조선시대영월과거대전+백일장+김삿갓해학의길걷기,033-375-6353,http://www.ywcf.com/,강원도 영월군 김삿갓면 김삿갓로 216-22,강원도 영월군 김삿갓면 와석리 913,37.07949201,128.6017366,,,,,
2023 양주 천만송이 천일홍 축제,나리농원 일원,2023-09-23,2023-09-24,전국 최대 규모의 천일홍 꽃밭 조성으로 도농체험 및 시민 힐링 공간 제공,031-8082-5655,https://www.yangju.go.kr/festival/index.do,경기도 양주시 광사로 131-66,경기도 양주시 광사동 731,37.785795,127.081833,,,,,
계양산국악제,계산체육공원+계양문화회관,2023-04-21,2023-04-22,국악경연대회(예선 : 온라인심사+결선 : 대면심사)+축하·기획·특별공연(온오프병행),032-450-5874,,인천광역시 계양구 주부토로 570,,37.545044,126.728998,,,,,
제1회 계양 아라뱃길 워터축제,경인 아라뱃길 황어광장 일원,2023-08-19,2023-08-20,물놀이존 및 수상레저 체험+총놀이 이벤트+무료체험활동 등,032-450-4105,,,인천광역시 계양구 장기동 109-1,37.57467623,126.7380492,,,,,
계양 아라뱃길 라이트쇼,경인 아라뱃길 황어광장 일원,2023-09-20,2023-09-20,계양 아라뱃길 빛의거리 점등식+축하공연,032-450-4105,,,인천광역시 계양구 장기동 109-2,37.57459055,126.738101,,,,,
제2회 계양 빛 축제,계양구청 남측광장+계양문화로+오조산공원 일대,2023-09-26,2024-02-16,계양구청 남측광장+계양문화로+오조산공원 경관조명 및 포토존 조성,032-450-4105,,인천광역시 계양구 계산새로 88,,37.53744056,126.7377601,,,,,
제29회 구민의 날 기념 가을음악회,계양 아시아드 양궁장,2023-10-05,2023-10-05,인기가수 및 지역예술인 공연+드론쇼,032-450-5874,,인천광역시 계양구 봉오대로 855,인천광역시 계양구 서운동 207,37.53246311,126.7438869,,,,,
진주탈춤한마당,평거야외무대,2022-10-19,2022-10-23,한국탈춤공연+창작탈춤+특별공연+프린지공연+해외공연+기획공연+축하공연+탈전시회+학술행사+시민체험행사,055-746-6884,,,경상남도 진주시 신안동 595-5,,,,,,,
진주국제농식품박람회,진주종합경기장,2023-11-08,2023-11-12,테마별 전시관+목장체험+농업실내체험+해외문화 특별전시+해회시장판로개척 수출상담회+토종농산물종자전시회 등 부대행사,,,경상남도 진주시 동진로 415,경상남도 진주시 충무공동 8,,,,,,,
2023 청양고추구기자 축제,백세건강공원,2023-09-01,2023-09-03,공연+전시+판매+체험+부대행사 등,041-940-2193,www.칠갑마루.com,,충청남도 청양군 청양읍 읍내리 377-10,,,,,,,
제24회 칠갑산장승문화축제,칠갑산장승공원,2023-04-15,2023-04-16,대장승퍼레이드+장승대제+전통 장승깎기,041-940-2193,,충청남도 청양군 대치면 장곡길119-17,충청남도 청양군 대치면 장곡리 75,36.40982229,126.8501828,,,,,
제26회 무안연꽃축제,회산백련지 일원,2023-07-20,2023-07-23,"아이스존, 연자방 소방등 달기, 연꽃 팥빙수 나눔잔치, 연잎들고 연꽃길 걷기, 연 공예체험 등",061-450-5472,http://tour.muan.go.kr/,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86008849,126.5298962,,,,,
제9회 무안황토갯벌축제,무안황토갯벌랜드 일원,2023-06-09,2023-06-11,"풍요깃발퍼레이드, 농게·낙지·운저리잡기 체험 등",061-450-5472,http://tour.muan.go.kr/,전라남도 무안군 해제면 용산길 140,전라남도 무안군 해제면 유월리 1-1,35.10332391,126.3319409,,,,,
성남크리스마스트리문화축제,판교역,2023-12-01,2024-01-03,빛 조형물 전시+점등식 등,031-729-3477,,경기도 성남시 분당구 판교역로 160,,,,,,,,
제12회 대한민국와인축제,영동체육관 일원,2023-10-12,2023-10-15,와인시음판매장+공연 등,043-745-8916,,충청북도 영동군 영동읍 동정로 1,,,,,,,,
삼수 매봉산 바람개비 축제,매봉산 일원,2022-08-05,2022-08-07,공연+체험프로그램+부스 운영 등,033-552-1376,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,,,,,
장성탄탄축제활기찬동행,장성중앙시장 일원,2022-09-24,2022-09-25,공연+체험프로그램+부스 운영 등,033-581-6903,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,,,,,
태백 황지연못 황부자며느리 축제,횡지연못(문화광장) 일원,2022-09-23,2022-09-25,마당극+걷기행사+가요제+야시장,033-552-1370,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,,,,,
철암 단풍축제,철암단풍군락지 일원,2022-10-14,2022-10-16,단풍길 걷기대회+전시회+먹거리 장터 등,033-582-7906,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,,,,,
태백산 눈축제,태백산국립공원+황지연못 일원,2023-01-01,2023-01-01,눈조각대회+눈꽃등반대회+체험행사+공연 등,033-553-6900,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,,,,,
강릉단오제,강릉시 남대천 단오장 및 지정행사장,2022-05-30,2022-06-06,문화재행사+단오TV+전시+시민참여행사+단오유스페스티벌+온라인 챌린지 행사 등,033-641-1593,http://www.danojefestival.or.kr,강원도 강릉시 단오장길 1 (노암동),강원도 강릉시 노암동 722-2,37.74820212,128.8950714,,,,,
도솔산지구전투 전승행사,도솔산전적비,2022-06-19,2022-06-19,추모식,033-480-2230,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=286&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,강원도 양구군 양구읍 박수근로 366-33,강원도 양구군 양구읍 상리 399,38.10632441,127.981517,,,,,
양록제,양록제단 일원,2022-10-06,2022-10-08,양록제례,033-480-2230,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=76&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,강원도 양구군 양구읍 하리 96-1,,,,,,,
양구배꼽축제,레포츠공원 일원,2022-09-02,2022-09-04,세상에 없던 즐거움 웃음이 평화다 YOU MUST COME 배꼽,033-482-9612,https://www.ygtour.kr/Home/H30000/H30100/placeDetail?place_no=78&viewType=gallery&viewClass=tour&page=1&pageSize=12&order_column=1&place_class=P012,,강원도 양구군 양구읍 상리 394-21,,,,,,,
제주허브동산 설유화 축제,제주허브동산,2023-03-25,2023-04-15,제주허브동산에서 봄나들이 시즌을 맞아 3월 25일부터 설유화 축제를 개최한다.,064-787-7362,www.herbdongsan.com,제주특별자치도 서귀포시 표선면 돈오름로 170,,33.3291241,126.8147261,,,,,
휴애리 봄 수국축제,휴애리,2023-04-07,2023-06-14,2023 휴애리 봄 수국축제는 정성스럽게 키운 다양한 수국을 온실 수국정원 카페주변등 공원 곳곳에서 감상할 수 있어 제주도민과 상춘객에게 인기가 좋은 제주 대표 봄 축제가 될 것으로 전망된다.,064-732-2114,www.hueree.com,제주특별자치도 서귀포시 남원읍 신례동로 256,,33.3085451,126.6343808,,,,,
빛의 벙커 ’세잔프로방스의빛/칸딘스키’ 전,빛의 벙커,2022-11-04,2023-10-15,현대미술의 아버지로 칭송받는 세잔과 추상미술의 창시자 칸딘스키의 작품들이 벙커 내부를 가득 채운다.,1522-2653,www.deslumieres.co.kr/bunker,제주특별자치도 서귀포시 선산읍 서성이로 1168번길 89-17,,33.439863,126.899177,,,,,
친환경 그래비티 레이싱 : 23시즌 정규 라운드(9.81파크),9.81파크,2023-01-30,2023-11-05,제주의 자연을 느끼며 레이싱을 즐기고 탑승기록과 영상까지 무료로 받을 수 있는 9.81파크의 대표 액티비티인 ‘레이스 981’의 2023년 시즌 X리그 정규 라운드가 개막했다.,1833-9810,www.981park.com/,제주특별자치도 제주시 애월읍 천덕로 880-24,,33.39003694,126.366509,,,,,
제주 다이노스 어라이브 <JEJU DINOS ALIVE>,제주항공우주박물관,2022-08-10,2023-08-09,수중 공룡들과 함게 뛰어 노는 <언더워터 이머시브 체험존> 어린이 관람객을 위한 <공룡 라이더> <3D 라이브 스케치> 공룡과 달리기 경주하는 <다이노 레이스> 고고학자가 되어보는 <공룡화석 발굴체험>과 고해상도 미디어아트로 연출된 실감미디어 전시 체험 등을 경험할 수 있다.,064-794-3334,www.dinosalive.co.kr/,제주특별자치도 서귀포시 안덕면 녹차분재로 218,,33.3042074,126.2996615,,,,,
마노르블랑 수국축제,마노르블랑,2023-04-20,2023-08-31,작년에 이어 올해도 유럽수국축제를 맞이하고 있다.,064-794-0999,manorblanc.modoo.at/,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,,33.25482364,126.2949866,,,,,
플리마켓 <신화愛퐁당>,제주신화월드,2023-04-08,2024-03-31,제주애퐁당과 제주 로컬 기업·상점들이 손잡고 제주신화월드에서 지역 사회 상생 발전과 소상공인 및 청년 기업의 다양한 제품 홍보를 하고있다.,070-4548-3340,www.shinhwaworld.com/article.aspx?lang=KR&aid=8189,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,,33.30497268,126.316352,,,,,
LASP X 신라 : 공간과 순간이 만나 예술이 되다,제주신라면세점,2023-04-01,2023-09-26,문화를 통한 공유라는 가치 아래 지역 신진 작가들의 활동을 지원하는 아트플랫폼 라스프 신라면세점 제주점과 협업으로 제주 작가 6인의 첫 전시를 개관합니다.,1688-1110,,제주특별자치도 제주시 노연로 69,,33.48628575,126.4875771,,,,,
구팔일 올데이페스티벌,9.81파크,2023-04-29,2023-08-26,한낮부터 해질 때까지 끝없이 이어지는 라이브 디제잉을 제주 자연과 함께,064-1833-9810,www.981park.com/,제주특별자치도 제주시 애월읍 천덕로 880-24,,33.39003694,126.366509,,,,,
삼다공원 야간콘서트,삼다공원,2023-04-28,2023-06-16,제주시 연동 도심 속 삼다공원에서 펼쳐지는 야간공연,064-727-0122,www.instagram.com/samda_concert/,제주특별자치도 제주시 은남길 8,,33.48893171,126.495684,,,,,
철원 DMZ 평화 꽃송이 축제,고석정 꽃밭,2019-09-06,2019-10-06,"세종대왕 강무행차, k-pop공연, 꽃밭 주야간 개장 등",033-450-5766,,강원도 철원군 동송읍 태봉로 1799-15,,38.18676153,127.2916265,,,,,
DMZ피스트레인 뮤직 페스티벌,고석정+노동당사+월정리역+소이산,2019-06-05,2019-06-09,"음악공연, 무용공연, 국제컨퍼런스 등",033-450-5092,,강원도 철원군 동송읍 태봉로 1825,강원도 철원군 동송읍 장흥리 20-20,38.18719254,127.2878204,,,,,
